actual,predicted,absolute_difference,predicted_category,actual_category,category_match,score_comparison,within_10_percent,within_20_percent
0.0226199999451637,0.0311660189181566,0.0085460189729929,low,low,yes,same,False,False
0.0002600000007078,0.0031816167756915,0.0029216167749837,low,low,yes,same,False,False
0.830269992351532,0.8369427919387817,0.006672799587249756,high,high,yes,same,True,True
0.001700000022538,0.035017967224121,0.033317967201583,low,low,yes,same,False,False
0.0004299999854993,0.0031084276270121,0.0026784276415128,low,low,yes,same,False,False
0.0004299999854993,0.0018604376818984,0.0014304376963991002,low,low,yes,same,False,False
0.3505499958992004,0.7049673199653625,0.35441732406616216,high,medium,no,lower,False,False
0.001979999942705,0.0108864502981305,0.0089064503554255,low,low,yes,same,False,False
0.0004299999854993,0.000830499920994,0.0004004999354947,low,low,yes,same,False,False
0.0004299999854993,0.0005703562055714,0.00014035622007210004,low,low,yes,same,False,False
0.0088499998673796,0.0058189248666167,0.0030310750007628996,low,low,yes,same,False,False
0.1370500028133392,0.2380899488925933,0.1010399460792541,medium,medium,yes,same,False,False
0.0432499982416629,0.0413917079567909,0.0018582902848719995,low,low,yes,same,True,True
0.0113599998876452,0.0097550870850682,0.0016049128025769997,low,low,yes,same,False,True
0.0036299999337643,0.0071272263303399,0.0034972263965756,low,low,yes,same,False,False
0.013600000180304,0.0096927052363753,0.0039072949439286995,low,low,yes,same,False,False
0.0004299999854993,0.0059746499173343,0.005544649931835,low,low,yes,same,False,False
0.000609999988228,0.0119363106787204,0.0113263106904924,low,low,yes,same,False,False
0.0001500000071246,0.000596054655034,0.00044605464790939994,low,low,yes,same,False,False
0.1973699927330017,0.2380899488925933,0.04071995615959159,medium,medium,yes,same,False,True
0.0053599998354911,0.0066348840482532,0.0012748842127621,low,low,yes,same,False,True
0.0004299999854993,0.0006610998534597,0.00023109986796040002,low,low,yes,same,False,False
0.0036899999249726,0.0120641691610217,0.008374169236049101,low,low,yes,same,False,False
0.0035300001036375,0.0031561660580337,0.0003738340456038002,low,low,yes,same,False,True
0.1532499939203262,0.2610281407833099,0.10777814686298368,medium,medium,yes,same,False,False
0.0002099999983329,0.0031735349912196,0.0029635349928867,low,low,yes,same,False,False
0.0018799999961629,0.0263284649699926,0.0244484649738297,low,low,yes,same,False,False
0.001300000003539,0.0039810216985642,0.0026810216950252,low,low,yes,same,False,False
0.3454099893569946,0.3419026136398315,0.003507375717163086,medium,medium,yes,same,True,True
0.0004299999854993,0.0413718298077583,0.040941829822258996,low,low,yes,same,False,False
0.0002099999983329,0.0030228071846067,0.0028128071862738,low,low,yes,same,False,False
0.1720499992370605,0.8173052072525024,0.6452552080154419,high,medium,no,lower,False,False
0.0003100000030826,0.0226606335490942,0.0223506335460116,low,low,yes,same,False,False
0.0263100005686283,0.0184267498552799,0.007883250713348399,low,low,yes,same,False,False
0.0001800000027287,0.0019264202564954,0.0017464202537667002,low,low,yes,same,False,False
0.0004299999854993,0.3118036389350891,0.3113736389495898,medium,low,no,lower,False,False
0.0014799999771639,0.1409467160701751,0.1394667160930112,medium,low,no,lower,False,False
0.0002300000051036,0.0019019056344404,0.0016719056293368,low,low,yes,same,False,False
9.000000136438757e-05,0.0018037878908216,0.0017137878894572123,low,low,yes,same,False,False
0.0001999999949475,0.0058914511464536,0.0056914511515060995,low,low,yes,same,False,False
0.001189999980852,0.0066174212843179,0.0054274213034659,low,low,yes,same,False,False
0.0004299999854993,0.0034520977642387,0.0030220977787394,low,low,yes,same,False,False
0.0004299999854993,0.0067980596795678,0.0063680596940685,low,low,yes,same,False,False
0.0003000000142492,0.0032608467154204,0.0029608467011712,low,low,yes,same,False,False
0.0004299999854993,0.0010830335086211,0.0006530335231218001,low,low,yes,same,False,False
0.0007500000065192,0.0033328607678413,0.0025828607613221,low,low,yes,same,False,False
0.0004299999854993,0.0031096276361495,0.0026796276506502,low,low,yes,same,False,False
0.0054100002162158,0.0060016014613211,0.0005916012451052995,low,low,yes,same,True,True
0.0001699999993434,0.0005749886622652,0.0004049886629217999,low,low,yes,same,False,False
0.0002800000074785,0.0011660074815154,0.0008860074740369,low,low,yes,same,False,False
0.002820000052452,0.003471604315564,0.0006516042631120001,low,low,yes,same,False,True
0.048089999705553,0.0492840409278869,0.0011940412223339011,low,low,yes,same,True,True
0.0377900004386901,0.0327892266213893,0.0050007738173008034,low,low,yes,same,False,True
0.9094899892807008,0.8955479860305786,0.013942003250122181,high,high,yes,same,True,True
0.0009500000160187,0.0031382944434881,0.0021882944274694,low,low,yes,same,False,False
0.0161799993366003,0.0403792820870876,0.024199282750487296,low,low,yes,same,False,False
0.0006999999750405,0.0012273974716663,0.0005273974966258,low,low,yes,same,False,False
7.999999797903001e-05,0.003906225785613,0.00382622578763397,low,low,yes,same,False,False
0.0004299999854993,0.0014402528759092,0.0010102528904099,low,low,yes,same,False,False
0.0004299999854993,0.0048449272289872,0.0044149272434879,low,low,yes,same,False,False
0.0004299999854993,0.0024828694295138,0.0020528694440144998,low,low,yes,same,False,False
0.1832800060510635,0.1806276589632034,0.0026523470878601074,medium,medium,yes,same,True,True
0.9345300197601318,0.8341431617736816,0.1003868579864502,high,high,yes,same,False,True
0.00044999999227,0.0001371254911646,0.0003128745011054,low,low,yes,same,False,False
0.0019700000993907,0.004414805676788,0.0024448055773972997,low,low,yes,same,False,False
0.0778300017118454,0.0641725584864616,0.0136574432253838,low,low,yes,same,False,False
0.2052199989557266,0.2235508561134338,0.018330857157707214,medium,medium,yes,same,True,True
0.0005300000193528,0.0035260277800261,0.0029960277606732996,low,low,yes,same,False,False
0.0055399998091161,0.1127821505069732,0.1072421506978571,medium,low,no,lower,False,False
0.0003499999875202,0.0018321395618841,0.0014821395743639001,low,low,yes,same,False,False
0.1615500003099441,0.0066048721782863,0.15494512813165778,low,medium,no,higher,False,False
0.3338100016117096,0.3314638137817383,0.0023461878299713135,medium,medium,yes,same,True,True
0.0005000000237487,0.0076801148243248,0.007180114800576101,low,low,yes,same,False,False
0.0100499996915459,0.006764686666429,0.0032853130251169005,low,low,yes,same,False,False
0.0007699999841861,0.0028160531073808,0.0020460531231947,low,low,yes,same,False,False
0.0004600000102072,0.0016717026010155,0.0012117025908083,low,low,yes,same,False,False
0.0008200000156648,0.0040273619815707,0.0032073619659059,low,low,yes,same,False,False
0.0052399998530745,0.0054896180517971,0.00024961819872260007,low,low,yes,same,True,True
0.0094999996945261,0.0376970022916793,0.0281970025971532,low,low,yes,same,False,False
0.0003999999898951,0.0029192939400672,0.0025192939501721004,low,low,yes,same,False,False
0.0003999999898951,0.0226585399359464,0.022258539946051297,low,low,yes,same,False,False
0.0004299999854993,0.0011511490447446,0.0007211490592453,low,low,yes,same,False,False
0.0009100000024773,0.0018769304733723,0.000966930470895,low,low,yes,same,False,False
0.0040699997916817,0.0049029113724827,0.0008329115808010006,low,low,yes,same,False,True
0.0013899999903514,0.0183624140918254,0.016972414101473998,low,low,yes,same,False,False
0.0002300000051036,0.0018536089919507,0.0016236089868471,low,low,yes,same,False,False
0.0012600000482052,0.0224755331873893,0.0212155331391841,low,low,yes,same,False,False
0.0011399999493733,0.0019273482030257,0.0007873482536523999,low,low,yes,same,False,False
0.9439799785614014,0.8588742017745972,0.0851057767868042,high,high,yes,same,True,True
0.002820000052452,0.003471604315564,0.0006516042631120001,low,low,yes,same,False,True
0.9373000264167786,0.939833164215088,0.002533137798309437,high,high,yes,same,True,True
0.0003300000098533,0.0069443047977983,0.006614304787945,low,low,yes,same,False,False
0.0001900000061141,0.0014312213752418,0.0012412213691277,low,low,yes,same,False,False
0.0294100008904933,0.0299833174794912,0.0005733165889978999,low,low,yes,same,True,True
0.9333400130271912,0.6052728295326233,0.32806718349456787,medium,high,no,higher,False,False
0.0045300000347197,0.0027641342021524,0.0017658658325673004,low,low,yes,same,False,False
0.0088499998673796,0.0866255015134811,0.0777755016461015,low,low,yes,same,False,False
0.0007699999841861,0.0024612515699118,0.0016912515857256999,low,low,yes,same,False,False
0.0005300000193528,0.0031203925609588,0.002590392541606,low,low,yes,same,False,False
0.0561800003051757,0.0347557514905929,0.021424248814582797,low,low,yes,same,False,False
0.0362400002777576,0.011911149136722,0.024328851141035605,low,low,yes,same,False,False
0.0046500000171363,0.0013618292286992,0.0032881707884371,low,low,yes,same,False,False
0.0001699999993434,0.0311991646885871,0.0310291646892437,low,low,yes,same,False,False
0.0088499998673796,0.0058079343289136,0.0030420655384659993,low,low,yes,same,False,False
0.0055399998091161,0.1127821505069732,0.1072421506978571,medium,low,no,lower,False,False
0.0088499998673796,0.0057253311388194,0.0031246687285601997,low,low,yes,same,False,False
0.0019600000232458,0.0125884041190147,0.0106284040957689,low,low,yes,same,False,False
0.0004299999854993,0.0842565670609474,0.08382656707544811,low,low,yes,same,False,False
0.0005000000237487,0.0255199838429689,0.025019983819220198,low,low,yes,same,False,False
0.001300000003539,0.0013637949014082,6.379489786920004e-05,low,low,yes,same,True,True
0.9444100260734558,0.9470914006233216,0.0026813745498658337,high,high,yes,same,True,True
0.0020800000056624,0.0071882284246385,0.0051082284189761,low,low,yes,same,False,False
0.0087799998000264,0.0069238063879311,0.0018561934120952996,low,low,yes,same,False,False
0.0294100008904933,0.0299833174794912,0.0005733165889978999,low,low,yes,same,True,True
0.0005200000014156,0.001387471682392,0.0008674716809764,low,low,yes,same,False,False
0.0035099999513477,0.0049717994406819,0.0014617994893341996,low,low,yes,same,False,False
5.999999848427251e-05,0.0011596179101616,0.0010996179116773276,low,low,yes,same,False,False
0.9659900069236756,0.9581283330917358,0.007861673831939808,high,high,yes,same,True,True
0.0002500000118743,0.0028887277003377,0.0026387276884634,low,low,yes,same,False,False
0.0003699999942909,0.0335650108754634,0.0331950108811725,low,low,yes,same,False,False
0.6215299963951111,0.5938209295272827,0.02770906686782837,medium,medium,yes,same,True,True
0.0004299999854993,0.002434846246615,0.0020048462611157,low,low,yes,same,False,False
0.0101800002157688,0.009470117278397,0.0007098829373718002,low,low,yes,same,True,True
0.9444400072097778,0.9003973603248596,0.04404264688491821,high,high,yes,same,True,True
0.0113199995830655,0.0077393851242959,0.0035806144587695998,low,low,yes,same,False,False
0.0025299999397248,0.0047272741794586,0.0021972742397338,low,low,yes,same,False,False
0.9388399720191956,0.9414550065994264,0.002615034580230824,high,high,yes,same,True,True
0.0004299999854993,0.0011764499358832,0.0007464499503839,low,low,yes,same,False,False
0.9738500118255616,0.970732569694519,0.0031174421310425915,high,high,yes,same,True,True
0.973450005054474,0.9663586616516112,0.007091343402862771,high,high,yes,same,True,True
0.0005099999834783,0.0127610266208648,0.012251026637386501,low,low,yes,same,False,False
0.0003600000054575,0.0023708515800535,0.002010851574596,low,low,yes,same,False,False
0.6486799716949463,0.7758956551551819,0.1272156834602356,high,medium,no,lower,False,True
0.969980001449585,0.96196311712265,0.008016884326934925,high,high,yes,same,True,True
0.7681499719619751,0.7720909118652344,0.003940939903259277,high,high,yes,same,True,True
0.0004299999854993,0.0031553409062325,0.0027253409207332,low,low,yes,same,False,False
0.0471699982881546,0.0480802804231643,0.0009102821350096962,low,low,yes,same,True,True
0.0004199999966658,0.0027338967192918,0.002313896722626,low,low,yes,same,False,False
0.0088499998673796,0.0098200729116797,0.0009700730443001002,low,low,yes,same,True,True
0.0011099999537691,0.0077800429426133,0.0066700429888442,low,low,yes,same,False,False
0.0003499999875202,0.0023737349547445,0.0020237349672243003,low,low,yes,same,False,False
0.4620899856090545,0.4583242535591125,0.0037657320499420166,medium,medium,yes,same,True,True
0.0005000000237487,0.0061702579259872,0.005670257902238501,low,low,yes,same,False,False
0.0004299999854993,0.001456998521462,0.0010269985359627,low,low,yes,same,False,False
0.0004299999854993,0.0016667339950799,0.0012367340095806002,low,low,yes,same,False,False
0.0225200001150369,0.0174497589468956,0.005070241168141299,low,low,yes,same,False,False
0.0003900000010617,0.0006342547712847,0.00024425477022299997,low,low,yes,same,False,False
0.0004299999854993,0.0011026479769498,0.0006726479914505,low,low,yes,same,False,False
0.9627699851989746,0.9581283330917358,0.0046416521072387695,high,high,yes,same,True,True
0.1307400017976761,0.5812420845031738,0.45050208270549774,medium,medium,yes,same,False,False
0.0004299999854993,0.0028727711178362,0.0024427711323369,low,low,yes,same,False,False
0.0009699999936856,0.003922055941075,0.0029520559473894,low,low,yes,same,False,False
0.001689999946393,0.1437522321939468,0.14206223224755382,medium,low,no,lower,False,False
0.8726800084114075,0.1736791431903839,0.6990008652210236,medium,high,no,higher,False,False
0.925059974193573,0.9315114617347716,0.0064514875411986194,high,high,yes,same,True,True
0.000239999993937,0.002428482286632,0.002188482292695,low,low,yes,same,False,False
0.0003300000098533,0.0012510848464444,0.0009210848365911,low,low,yes,same,False,False
0.8811299800872803,0.8873292207717896,0.006199240684509277,high,high,yes,same,True,True
0.0001800000027287,0.0036455693189054,0.0034655693161766998,low,low,yes,same,False,False
0.0008200000156648,0.0058789583854377,0.0050589583697729,low,low,yes,same,False,False
0.0001199999969685,0.0357641838490963,0.035644183852127795,low,low,yes,same,False,False
0.0014600000577047,0.0069196014665067,0.005459601408802,low,low,yes,same,False,False
0.6755399703979492,0.640691876411438,0.03484809398651123,medium,medium,yes,same,True,True
0.0004299999854993,0.0012873619562014,0.0008573619707021001,low,low,yes,same,False,False
0.0005000000237487,0.0007635156507603,0.00026351562701160006,low,low,yes,same,False,False
0.0002800000074785,0.0039895279332995,0.003709527925821,low,low,yes,same,False,False
0.0004100000078324,0.0020730362739413,0.0016630362661089002,low,low,yes,same,False,False
0.0009100000024773,0.0004396536678541,0.00047034633462320004,low,low,yes,same,False,False
0.0005300000193528,0.0033462131395936,0.0028162131202407997,low,low,yes,same,False,False
0.00044999999227,0.0210163444280624,0.020566344435792402,low,low,yes,same,False,False
